player_api_id,player_name,rating_growth
95955,Andre Ayew,19.0
94419,Radek Dejmek,19.0
95081,Sebastian Langkamp,19.0
92375,Cezary Wilk,19.0
23305,Nathan Dyer,19.0
92024,Rolf Feltscher,19.0
33693,Craig Conway,19.0
103714,Herve Bazile,19.0
73448,Eren Derdiyok,19.0
303155,Koffi Djidji,19.0
71768,Albin Ekdal,19.0
71605,Anthony Modeste,19.0
355739,Callum Paterson,19.0
46289,Imanol Agirretxe,19.0
46342,Alexandre Raineau,19.0
35022,Kevin Conboy,19.0
46549,Richard Soumah,19.0
46650,Kevin Anin,19.0
37335,Lukas Kruse,19.0
46705,Geoffrey Jourdren,19.0
41726,Shkelzen Gashi,19.0
37087,Johannes Flum,19.0
186991,German Pezzela,19.0
2768,Jose Dorado,19.0
147877,Marley Watkins,18.888888888888886
148314,Anele Ngcongca,18.85714285714286
425962,Niklas Stark,18.75
210164,Alphonse Areola,18.75
109652,Vurnon Anita,18.75
66905,Jerome Sonnerat,18.75
169204,Livio Nabab,18.66666666666667
41671,Emiliano Viviano,18.66666666666667
93470,Charles Diers,18.66666666666667
39440,Vangelis Moras,18.66666666666667
304860,Michael Frey,18.66666666666667
24899,Mike Williamson,18.599999999999994
230982,Raphael Varane,18.599999999999994
37554,Guillaume Hoarau,18.5
43375,Mikel Rico,18.5
151058,Dani Benitez,18.5
38836,Pascal Chimbonda,18.5
186153,Cheick Doukoure,18.5
187563,Anthony Mfa Meuzi,18.5
183519,Pape Ndiaye Souare,18.5
30271,Sergio,18.5
179523,Luan,18.5
5202,Remy Gomis,18.5
37357,Fabian Johnson,18.5
39422,Mattia Cassani,18.5
93341,Florian Bague,18.5
300532,Sergio Rico,18.5
78507,Keith Treacy,18.5
36771,Julian Schuster,18.5
175311,Kiko,18.5
240837,Jonathan Schmid,18.5
40565,Danny Guthrie,18.5
23317,David Templeton,18.5
26275,Alexis Thebaux,18.5
114737,Marwin Hitz,18.5
30739,Gael Givet,18.5
159881,Xabier Etxeita,18.5
210142,Jonas Martin,18.5
159883,Yohan Thuram Ulien,18.5
13518,Lukasz Piszczek,18.5
40537,Jeremy Pied,18.5
140445,Tommy Oar,18.5
26805,Kris Stadsgaard,18.5
212645,Riccardo Saponara,18.444444444444443
24500,Davide Brivio,18.444444444444443
56829,Fernando Muslera,18.400000000000006
282723,Manuel Pucciarelli,18.400000000000006
268282,Manuel Trigueros,18.400000000000006
99047,David Zurutuza,18.33333333333333
110115,Joshua John,18.33333333333333
150250,Pedro Rodriguez,18.33333333333333
287231,Jairo,18.33333333333333
40672,Francisco Casilla,18.33333333333333
96509,Joaquin Larrivey,18.33333333333333
210278,Roberto Pereyra,18.285714285714292
422685,Bruno Fernandes,18.272727272727266
34763,Nicklas Pedersen,18.25
128827,Lewis Holtby,18.200000000000003
31037,Jacques Alaixys Romao,18.200000000000003
69541,Kamil Grosicki,18.200000000000003
237563,Stuart Armstrong,18.16666666666667
157838,Nathaniel Clyne,18.125
71602,Claudio Beauvue,18.090909090909093
36378,Mesut Oezil,18.0
189074,Jonathan Hogg,18.0
27995,Rasmus Elm,18.0
189192,Aleix Vidal,18.0
562062,Samuel Castillejo,18.0
192780,Eunan O'Kane,18.0
458324,Matt Miazga,18.0
184653,Paolo Grossi,18.0
186121,Jose Raul Baena,18.0
